,pokedex_number,name,generation,status,species,type_number,type_1,type_2,height_m,weight_kg,abilities_number,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,growth_rate,egg_type_number,egg_type_1,egg_type_2,percentage_male,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
519,520,Tranquill,5,Normal,Wild Pigeon Pokémon,2,Normal,Flying,0.6,15.0,3,Big Pecks,Super Luck,Rivalry,358,62,77,62,50,42,65,120.0,70.0,125.0,Medium Slow,1,Flying,,50.0,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
520,521,Unfezant,5,Normal,Proud Pokémon,2,Normal,Flying,1.2,29.0,3,Big Pecks,Super Luck,Rivalry,488,80,115,80,65,55,93,45.0,70.0,220.0,Medium Slow,1,Flying,,50.0,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
521,522,Blitzle,5,Normal,Electrified Pokémon,1,Electric,,0.8,29.8,3,Lightning Rod,Motor Drive,Sap Sipper,295,45,60,32,50,32,76,190.0,70.0,59.0,Medium Fast,1,Field,,50.0,20.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
522,523,Zebstrika,5,Normal,Thunderbolt Pokémon,1,Electric,,1.6,79.5,3,Lightning Rod,Motor Drive,Sap Sipper,497,75,100,63,80,63,116,75.0,70.0,174.0,Medium Fast,1,Field,,50.0,20.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
523,524,Roggenrola,5,Normal,Mantle Pokémon,1,Rock,,0.4,18.0,3,Sturdy,Weak Armor,Sand Force,280,55,75,85,25,25,15,255.0,70.0,56.0,Medium Slow,1,Mineral,,50.0,15.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
524,525,Boldore,5,Normal,Ore Pokémon,1,Rock,,0.9,102.0,3,Sturdy,Weak Armor,Sand Force,390,70,105,105,50,40,20,120.0,70.0,137.0,Medium Slow,1,Mineral,,50.0,15.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
525,526,Gigalith,5,Normal,Compressed Pokémon,1,Rock,,1.7,260.0,3,Sturdy,Sand Stream,Sand Force,515,85,135,130,60,80,25,45.0,70.0,232.0,Medium Slow,1,Mineral,,50.0,15.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
526,527,Woobat,5,Normal,Bat Pokémon,2,Psychic,Flying,0.4,2.1,3,Unaware,Klutz,Simple,323,65,45,43,55,43,72,190.0,70.0,65.0,Medium Fast,2,Field,Flying,50.0,15.0,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0
527,528,Swoobat,5,Normal,Courting Pokémon,2,Psychic,Flying,0.9,10.5,3,Unaware,Klutz,Simple,425,67,57,55,77,55,114,45.0,70.0,149.0,Medium Fast,2,Field,Flying,50.0,15.0,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0
528,529,Drilbur,5,Normal,Mole Pokémon,1,Ground,,0.3,8.5,3,Sand Rush,Sand Force,Mold Breaker,328,60,85,40,30,45,68,120.0,70.0,66.0,Medium Fast,1,Field,,50.0,20.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
529,530,Excadrill,5,Normal,Subterrene Pokémon,2,Ground,Steel,0.7,40.4,3,Sand Rush,Sand Force,Mold Breaker,508,110,135,60,50,65,88,60.0,70.0,178.0,Medium Fast,1,Field,,50.0,20.0,0.5,2.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,0.5,0.5,0.5,0.25,1.0,0.5,1.0,0.5,0.5
530,531,Audino,5,Normal,Hearing Pokémon,1,Normal,,1.1,31.0,3,Healer,Regenerator,Klutz,445,103,60,86,60,86,50,255.0,70.0,390.0,Fast,1,Fairy,,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
531,532,Timburr,5,Normal,Muscular Pokémon,1,Fighting,,0.6,12.5,3,Guts,Sheer Force,Iron Fist,305,75,80,55,25,35,35,180.0,70.0,61.0,Medium Slow,1,Human-Like,,75.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
532,533,Gurdurr,5,Normal,Muscular Pokémon,1,Fighting,,1.2,40.0,3,Guts,Sheer Force,Iron Fist,405,85,105,85,40,50,40,90.0,70.0,142.0,Medium Slow,1,Human-Like,,75.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
533,534,Conkeldurr,5,Normal,Muscular Pokémon,1,Fighting,,1.4,87.0,3,Guts,Sheer Force,Iron Fist,505,105,140,95,55,65,45,45.0,70.0,227.0,Medium Slow,1,Human-Like,,75.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
534,535,Tympole,5,Normal,Tadpole Pokémon,1,Water,,0.5,4.5,3,Swift Swim,Hydration,Water Absorb,294,50,50,40,50,40,64,255.0,70.0,59.0,Medium Slow,1,Water 1,,50.0,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
535,536,Palpitoad,5,Normal,Vibration Pokémon,2,Water,Ground,0.8,17.0,3,Swift Swim,Hydration,Water Absorb,384,75,65,55,65,55,69,120.0,70.0,134.0,Medium Slow,1,Water 1,,50.0,20.0,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
536,537,Seismitoad,5,Normal,Vibration Pokémon,2,Water,Ground,1.5,62.0,3,Swift Swim,Poison Touch,Water Absorb,509,105,95,75,85,75,74,45.0,70.0,229.0,Medium Slow,1,Water 1,,50.0,20.0,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
537,538,Throh,5,Normal,Judo Pokémon,1,Fighting,,1.3,55.5,3,Guts,Inner Focus,Mold Breaker,465,120,100,85,30,85,45,45.0,70.0,163.0,Medium Fast,1,Human-Like,,100.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
538,539,Sawk,5,Normal,Karate Pokémon,1,Fighting,,1.4,51.0,3,Sturdy,Inner Focus,Mold Breaker,465,75,125,75,30,75,85,45.0,70.0,163.0,Medium Fast,1,Human-Like,,100.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
539,540,Sewaddle,5,Normal,Sewing Pokémon,2,Bug,Grass,0.3,2.5,3,Swarm,Chlorophyll,Overcoat,310,45,53,70,40,60,42,255.0,70.0,62.0,Medium Slow,1,Bug,,50.0,15.0,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
540,541,Swadloon,5,Normal,Leaf-Wrapped Pokémon,2,Bug,Grass,0.5,7.3,3,Leaf Guard,Chlorophyll,Overcoat,380,55,63,90,50,80,42,120.0,70.0,133.0,Medium Slow,1,Bug,,50.0,15.0,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
541,542,Leavanny,5,Normal,Nurturing Pokémon,2,Bug,Grass,1.2,20.5,3,Swarm,Chlorophyll,Overcoat,500,75,103,80,70,80,92,45.0,70.0,225.0,Medium Slow,1,Bug,,50.0,15.0,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
542,543,Venipede,5,Normal,Centipede Pokémon,2,Bug,Poison,0.4,5.3,3,Poison Point,Swarm,Speed Boost,260,30,45,59,30,39,57,255.0,70.0,52.0,Medium Slow,1,Bug,,50.0,15.0,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
543,544,Whirlipede,5,Normal,Curlipede Pokémon,2,Bug,Poison,1.2,58.5,3,Poison Point,Swarm,Speed Boost,360,40,55,99,40,79,47,120.0,70.0,126.0,Medium Slow,1,Bug,,50.0,15.0,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
544,545,Scolipede,5,Normal,Megapede Pokémon,2,Bug,Poison,2.5,200.5,3,Poison Point,Swarm,Speed Boost,485,60,100,89,55,69,112,45.0,70.0,218.0,Medium Slow,1,Bug,,50.0,20.0,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
545,546,Cottonee,5,Normal,Cotton Puff Pokémon,2,Grass,Fairy,0.3,0.6,3,Prankster,Infiltrator,Chlorophyll,280,40,27,60,37,50,66,190.0,70.0,56.0,Medium Fast,2,Fairy,Grass,50.0,20.0,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0
546,547,Whimsicott,5,Normal,Windveiled Pokémon,2,Grass,Fairy,0.7,6.6,3,Prankster,Infiltrator,Chlorophyll,480,60,67,85,77,75,116,75.0,70.0,168.0,Medium Fast,2,Fairy,Grass,50.0,20.0,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0
547,548,Petilil,5,Normal,Bulb Pokémon,1,Grass,,0.5,6.6,3,Chlorophyll,Own Tempo,Leaf Guard,280,45,35,50,70,50,30,190.0,70.0,56.0,Medium Fast,1,Grass,,0.0,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
548,549,Lilligant,5,Normal,Flowering Pokémon,1,Grass,,1.1,16.3,3,Chlorophyll,Own Tempo,Leaf Guard,480,70,60,75,110,75,90,75.0,70.0,168.0,Medium Fast,1,Grass,,0.0,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
549,550,Basculin Red-Striped Form,5,Normal,Hostile Pokémon,1,Water,,1.0,18.0,3,Reckless,Adaptability,Mold Breaker,460,70,92,65,80,55,98,25.0,70.0,161.0,Medium Fast,1,Water 2,,50.0,40.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
550,551,Sandile,5,Normal,Desert Croc Pokémon,2,Ground,Dark,0.7,15.2,3,Intimidate,Moxie,Anger Point,292,50,72,35,35,35,65,180.0,70.0,58.0,Medium Slow,1,Field,,50.0,20.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,0.5,1.0,2.0
551,552,Krokorok,5,Normal,Desert Croc Pokémon,2,Ground,Dark,1.0,33.4,3,Intimidate,Moxie,Anger Point,351,60,82,45,45,45,74,90.0,70.0,123.0,Medium Slow,1,Field,,50.0,20.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,0.5,1.0,2.0
552,553,Krookodile,5,Normal,Intimidation Pokémon,2,Ground,Dark,1.5,96.3,3,Intimidate,Moxie,Anger Point,519,95,117,80,65,70,92,45.0,70.0,234.0,Medium Slow,1,Field,,50.0,20.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,0.5,1.0,2.0
553,554,Darumaka,5,Normal,Zen Charm Pokémon,1,Fire,,0.6,37.5,2,Hustle,,Inner Focus,315,70,90,45,15,45,50,120.0,70.0,63.0,Medium Slow,1,Field,,50.0,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
554,555,Darmanitan Standard Mode,5,Normal,Blazing Pokémon,1,Fire,,1.3,92.9,2,Sheer Force,,Zen Mode,480,105,140,55,30,55,95,60.0,70.0,168.0,Medium Slow,1,Field,,50.0,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
555,556,Maractus,5,Normal,Cactus Pokémon,1,Grass,,1.0,28.0,3,Water Absorb,Chlorophyll,Storm Drain,461,75,86,67,106,67,60,255.0,70.0,161.0,Medium Fast,1,Grass,,50.0,20.0,1.0,2.0,0.0,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
556,557,Dwebble,5,Normal,Rock Inn Pokémon,2,Bug,Rock,0.3,14.5,3,Sturdy,Shell Armor,Weak Armor,325,50,65,85,35,35,55,190.0,70.0,65.0,Medium Fast,2,Bug,Mineral,50.0,20.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
557,558,Crustle,5,Normal,Stone Home Pokémon,2,Bug,Rock,1.4,200.0,3,Sturdy,Shell Armor,Weak Armor,485,70,105,125,65,75,45,75.0,70.0,170.0,Medium Fast,2,Bug,Mineral,50.0,20.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
558,559,Scraggy,5,Normal,Shedding Pokémon,2,Dark,Fighting,0.6,11.8,3,Shed Skin,Moxie,Intimidate,348,50,75,70,35,70,48,180.0,35.0,70.0,Medium Fast,2,Dragon,Field,50.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,0.5,0.5,1.0,0.25,1.0,4.0
559,560,Scrafty,5,Normal,Hoodlum Pokémon,2,Dark,Fighting,1.1,30.0,3,Shed Skin,Moxie,Intimidate,488,65,90,115,45,115,58,90.0,70.0,171.0,Medium Fast,2,Dragon,Field,50.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,0.5,0.5,1.0,0.25,1.0,4.0
560,561,Sigilyph,5,Normal,Avianoid Pokémon,2,Psychic,Flying,1.4,14.0,3,Wonder Skin,Magic Guard,Tinted Lens,490,72,58,80,103,80,97,45.0,70.0,172.0,Medium Fast,1,Flying,,50.0,20.0,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0
561,562,Yamask,5,Normal,Spirit Pokémon,1,Ghost,,0.5,1.5,1,Mummy,,,303,38,30,85,55,65,30,190.0,70.0,61.0,Medium Fast,2,Amorphous,Mineral,50.0,25.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
562,563,Cofagrigus,5,Normal,Coffin Pokémon,1,Ghost,,1.7,76.5,1,Mummy,,,483,58,50,145,95,105,30,90.0,70.0,169.0,Medium Fast,2,Amorphous,Mineral,50.0,25.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
563,564,Tirtouga,5,Normal,Prototurtle Pokémon,2,Water,Rock,0.7,16.5,3,Solid Rock,Sturdy,Swift Swim,355,54,78,103,53,45,22,45.0,70.0,71.0,Medium Fast,2,Water 1,Water 3,87.5,30.0,0.5,0.25,1.0,1.5,3.0,0.5,1.5,0.5,1.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
564,565,Carracosta,5,Normal,Prototurtle Pokémon,2,Water,Rock,1.2,81.0,3,Solid Rock,Sturdy,Swift Swim,495,74,108,133,83,65,32,45.0,70.0,173.0,Medium Fast,2,Water 1,Water 3,87.5,30.0,0.5,0.25,1.0,1.5,3.0,0.5,1.5,0.5,1.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
565,566,Archen,5,Normal,First Bird Pokémon,2,Rock,Flying,0.5,9.5,1,Defeatist,,,401,55,112,45,74,45,70,45.0,70.0,71.0,Medium Fast,2,Flying,Water 3,87.5,30.0,0.5,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0
566,567,Archeops,5,Normal,First Bird Pokémon,2,Rock,Flying,1.4,32.0,1,Defeatist,,,567,75,140,65,112,65,110,45.0,70.0,177.0,Medium Fast,2,Flying,Water 3,87.5,30.0,0.5,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0
567,568,Trubbish,5,Normal,Trash Bag Pokémon,1,Poison,,0.6,31.0,3,Stench,Sticky Hold,Aftermath,329,50,50,62,40,62,65,190.0,70.0,66.0,Medium Fast,1,Mineral,,50.0,20.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
568,569,Garbodor,5,Normal,Trash Heap Pokémon,1,Poison,,1.9,107.3,3,Stench,Weak Armor,Aftermath,474,80,95,82,60,82,75,60.0,70.0,166.0,Medium Fast,1,Mineral,,50.0,20.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
569,570,Zorua,5,Normal,Tricky Fox Pokémon,1,Dark,,0.7,12.5,1,Illusion,,,330,40,65,40,80,40,65,75.0,70.0,66.0,Medium Slow,1,Field,,87.5,25.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
570,571,Zoroark,5,Normal,Illusion Fox Pokémon,1,Dark,,1.6,81.1,1,Illusion,,,510,60,105,60,120,60,105,45.0,70.0,179.0,Medium Slow,1,Field,,87.5,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
571,572,Minccino,5,Normal,Chinchilla Pokémon,1,Normal,,0.4,5.8,3,Cute Charm,Technician,Skill Link,300,55,50,40,40,40,75,255.0,70.0,60.0,Fast,1,Field,,25.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
572,573,Cinccino,5,Normal,Scarf Pokémon,1,Normal,,0.5,7.5,3,Cute Charm,Technician,Skill Link,470,75,95,60,65,60,115,60.0,70.0,165.0,Fast,1,Field,,25.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
573,574,Gothita,5,Normal,Fixation Pokémon,1,Psychic,,0.4,5.8,3,Frisk,Competitive,Shadow Tag,290,45,30,50,55,65,45,200.0,70.0,58.0,Medium Slow,1,Human-Like,,25.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
574,575,Gothorita,5,Normal,Manipulate Pokémon,1,Psychic,,0.7,18.0,3,Frisk,Competitive,Shadow Tag,390,60,45,70,75,85,55,100.0,70.0,137.0,Medium Slow,1,Human-Like,,25.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
575,576,Gothitelle,5,Normal,Astral Body Pokémon,1,Psychic,,1.5,44.0,3,Frisk,Competitive,Shadow Tag,490,70,55,95,95,110,65,50.0,70.0,221.0,Medium Slow,1,Human-Like,,25.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
576,577,Solosis,5,Normal,Cell Pokémon,1,Psychic,,0.3,1.0,3,Overcoat,Magic Guard,Regenerator,290,45,30,40,105,50,20,200.0,70.0,58.0,Medium Slow,1,Amorphous,,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
577,578,Duosion,5,Normal,Mitosis Pokémon,1,Psychic,,0.6,8.0,3,Overcoat,Magic Guard,Regenerator,370,65,40,50,125,60,30,100.0,70.0,130.0,Medium Slow,1,Amorphous,,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
578,579,Reuniclus,5,Normal,Multiplying Pokémon,1,Psychic,,1.0,20.1,3,Overcoat,Magic Guard,Regenerator,490,110,65,75,125,85,30,50.0,70.0,221.0,Medium Slow,1,Amorphous,,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
579,580,Ducklett,5,Normal,Water Bird Pokémon,2,Water,Flying,0.5,5.5,3,Keen Eye,Big Pecks,Hydration,305,62,44,50,44,50,55,190.0,70.0,61.0,Medium Fast,2,Flying,Water 1,50.0,20.0,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
580,581,Swanna,5,Normal,White Bird Pokémon,2,Water,Flying,1.3,24.2,3,Keen Eye,Big Pecks,Hydration,473,75,87,63,87,63,98,45.0,70.0,166.0,Medium Fast,2,Flying,Water 1,50.0,20.0,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
581,582,Vanillite,5,Normal,Fresh Snow Pokémon,1,Ice,,0.4,5.7,3,Ice Body,Snow Cloak,Weak Armor,305,36,50,50,65,60,44,255.0,70.0,61.0,Slow,1,Mineral,,50.0,20.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
582,583,Vanillish,5,Normal,Icy Snow Pokémon,1,Ice,,1.1,41.0,3,Ice Body,Snow Cloak,Weak Armor,395,51,65,65,80,75,59,120.0,70.0,138.0,Slow,1,Mineral,,50.0,20.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
583,584,Vanilluxe,5,Normal,Snowstorm Pokémon,1,Ice,,1.3,57.5,3,Ice Body,Snow Warning,Weak Armor,535,71,95,85,110,95,79,45.0,70.0,241.0,Slow,1,Mineral,,50.0,20.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
584,585,Deerling,5,Normal,Season Pokémon,2,Normal,Grass,0.6,19.5,3,Chlorophyll,Sap Sipper,Serene Grace,335,60,60,50,40,50,75,190.0,70.0,67.0,Medium Fast,1,Field,,50.0,20.0,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0
585,586,Sawsbuck,5,Normal,Season Pokémon,2,Normal,Grass,1.9,92.5,3,Chlorophyll,Sap Sipper,Serene Grace,475,80,100,70,60,70,95,75.0,70.0,166.0,Medium Fast,1,Field,,50.0,20.0,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0
586,587,Emolga,5,Normal,Sky Squirrel Pokémon,2,Electric,Flying,0.4,5.0,2,Static,,Motor Drive,428,55,75,60,75,60,103,200.0,70.0,150.0,Medium Fast,1,Field,,50.0,20.0,1.0,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
587,588,Karrablast,5,Normal,Clamping Pokémon,1,Bug,,0.5,5.9,3,Swarm,Shed Skin,No Guard,315,50,75,45,40,45,60,200.0,70.0,63.0,Medium Fast,1,Bug,,50.0,15.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
588,589,Escavalier,5,Normal,Cavalry Pokémon,2,Bug,Steel,1.0,33.0,3,Swarm,Shell Armor,Overcoat,495,70,135,105,60,105,20,75.0,70.0,173.0,Medium Fast,1,Bug,,50.0,15.0,0.5,4.0,1.0,1.0,0.25,0.5,1.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5
589,590,Foongus,5,Normal,Mushroom Pokémon,2,Grass,Poison,0.2,1.0,2,Effect Spore,,Regenerator,294,69,55,45,55,55,15,190.0,70.0,59.0,Medium Fast,1,Grass,,50.0,20.0,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
590,591,Amoonguss,5,Normal,Mushroom Pokémon,2,Grass,Poison,0.6,10.5,2,Effect Spore,,Regenerator,464,114,85,70,85,80,30,75.0,70.0,162.0,Medium Fast,1,Grass,,50.0,20.0,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
591,592,Frillish,5,Normal,Floating Pokémon,2,Water,Ghost,1.2,33.0,3,Water Absorb,Cursed Body,Damp,335,55,40,50,65,85,40,190.0,70.0,67.0,Medium Fast,1,Amorphous,,50.0,20.0,0.0,0.5,0.0,2.0,2.0,0.5,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,0.5,1.0
592,593,Jellicent,5,Normal,Floating Pokémon,2,Water,Ghost,2.2,135.0,3,Water Absorb,Cursed Body,Damp,480,100,60,70,85,105,60,60.0,70.0,168.0,Medium Fast,1,Amorphous,,50.0,20.0,0.0,0.5,0.0,2.0,2.0,0.5,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,0.5,1.0
